fn,L,rho0,kd,rhocr,ap,nu1,gamma,kp,zetap,zetap2,zetarho,ar,xi,M,seed,dx,dz,dtmin
350,10.0,0.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
351,10.0,0.6,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
352,10.0,0.7,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
353,10.0,0.8,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
354,10.0,0.9,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
355,10.0,1.0,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
356,10.0,1.1,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
357,10.0,1.2,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
358,10.0,1.3,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
359,10.0,1.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
360,10.0,1.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
361,10.0,0.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,1.0,0.01,0.01,0.01
362,10.0,0.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,1.0,0.01,0.01,0.01
363,10.0,0.6,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,1.0,0.01,0.01,0.01
364,10.0,0.7,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,1.0,0.01,0.01,0.01
365,10.0,0.8,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,1.0,0.01,0.01,0.01
366,10.0,0.9,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,1.0,0.01,0.01,0.01
367,10.0,1.0,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,1.0,0.01,0.01,0.01
368,10.0,1.1,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,1.0,0.01,0.01,0.01
369,10.0,1.2,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,1.0,0.01,0.01,0.01
370,10.0,1.3,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,1.0,0.01,0.01,0.01
371,10.0,1.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,1.0,0.01,0.01,0.01
372,10.0,1.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,2.0,2.6666666666666665,1.0,0.0001,1.0,0.01,0.01,0.01
373,10.0,0.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
374,10.0,0.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
375,10.0,0.6,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
376,10.0,0.7,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
377,10.0,0.8,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
378,10.0,0.9,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
379,10.0,1.0,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
380,10.0,1.1,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
381,10.0,1.2,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
382,10.0,1.3,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
383,10.0,1.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
384,10.0,1.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,4.0,5.333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
385,10.0,0.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,1.0,0.01,0.01,0.01
386,10.0,0.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,1.0,0.01,0.01,0.01
387,10.0,0.6,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,1.0,0.01,0.01,0.01
388,10.0,0.7,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,1.0,0.01,0.01,0.01
389,10.0,0.8,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,1.0,0.01,0.01,0.01
390,10.0,0.9,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,1.0,0.01,0.01,0.01
391,10.0,1.0,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,1.0,0.01,0.01,0.01
392,10.0,1.1,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,1.0,0.01,0.01,0.01
393,10.0,1.2,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,1.0,0.01,0.01,0.01
394,10.0,1.3,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,1.0,0.01,0.01,0.01
395,10.0,1.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,1.0,0.01,0.01,0.01
396,10.0,1.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,6.0,8.0,1.0,0.0001,1.0,0.01,0.01,0.01
397,10.0,0.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,1.0,0.01,0.01,0.01
398,10.0,0.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,1.0,0.01,0.01,0.01
399,10.0,0.6,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,1.0,0.01,0.01,0.01
400,10.0,0.7,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,1.0,0.01,0.01,0.01
401,10.0,0.8,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,1.0,0.01,0.01,0.01
402,10.0,0.9,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,1.0,0.01,0.01,0.01
403,10.0,1.0,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,1.0,0.01,0.01,0.01
404,10.0,1.1,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,1.0,0.01,0.01,0.01
405,10.0,1.2,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,1.0,0.01,0.01,0.01
406,10.0,1.3,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,1.0,0.01,0.01,0.01
407,10.0,1.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,1.0,0.01,0.01,0.01
408,10.0,1.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,8.0,10.666666666666666,1.0,0.0001,1.0,0.01,0.01,0.01
409,10.0,0.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333334,1.0,0.0001,1.0,0.01,0.01,0.01
410,10.0,0.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333334,1.0,0.0001,1.0,0.01,0.01,0.01
411,10.0,0.6,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333334,1.0,0.0001,1.0,0.01,0.01,0.01
412,10.0,0.7,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333334,1.0,0.0001,1.0,0.01,0.01,0.01
413,10.0,0.8,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333334,1.0,0.0001,1.0,0.01,0.01,0.01
414,10.0,0.9,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333334,1.0,0.0001,1.0,0.01,0.01,0.01
415,10.0,1.0,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333334,1.0,0.0001,1.0,0.01,0.01,0.01
416,10.0,1.1,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333334,1.0,0.0001,1.0,0.01,0.01,0.01
417,10.0,1.2,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333334,1.0,0.0001,1.0,0.01,0.01,0.01
418,10.0,1.3,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333334,1.0,0.0001,1.0,0.01,0.01,0.01
419,10.0,1.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333334,1.0,0.0001,1.0,0.01,0.01,0.01
420,10.0,1.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,10.0,13.333333333333334,1.0,0.0001,1.0,0.01,0.01,0.01
421,10.0,0.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,1.0,0.01,0.01,0.01
422,10.0,0.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,1.0,0.01,0.01,0.01
423,10.0,0.6,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,1.0,0.01,0.01,0.01
424,10.0,0.7,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,1.0,0.01,0.01,0.01
425,10.0,0.8,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,1.0,0.01,0.01,0.01
426,10.0,0.9,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,1.0,0.01,0.01,0.01
427,10.0,1.0,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,1.0,0.01,0.01,0.01
428,10.0,1.1,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,1.0,0.01,0.01,0.01
429,10.0,1.2,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,1.0,0.01,0.01,0.01
430,10.0,1.3,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,1.0,0.01,0.01,0.01
431,10.0,1.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,1.0,0.01,0.01,0.01
432,10.0,1.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,12.0,16.0,1.0,0.0001,1.0,0.01,0.01,0.01
433,10.0,0.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,14.0,18.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
434,10.0,0.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,14.0,18.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
435,10.0,0.6,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,14.0,18.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
436,10.0,0.7,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,14.0,18.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
437,10.0,0.8,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,14.0,18.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
438,10.0,0.9,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,14.0,18.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
439,10.0,1.0,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,14.0,18.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
440,10.0,1.1,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,14.0,18.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
441,10.0,1.2,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,14.0,18.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
442,10.0,1.3,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,14.0,18.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
443,10.0,1.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,14.0,18.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
444,10.0,1.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,14.0,18.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
445,10.0,0.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,16.0,21.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
446,10.0,0.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,16.0,21.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
447,10.0,0.6,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,16.0,21.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
448,10.0,0.7,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,16.0,21.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
449,10.0,0.8,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,16.0,21.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
450,10.0,0.9,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,16.0,21.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
451,10.0,1.0,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,16.0,21.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
452,10.0,1.1,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,16.0,21.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
453,10.0,1.2,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,16.0,21.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
454,10.0,1.3,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,16.0,21.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
455,10.0,1.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,16.0,21.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
456,10.0,1.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,16.0,21.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
457,10.0,0.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,18.0,24.0,1.0,0.0001,1.0,0.01,0.01,0.01
458,10.0,0.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,18.0,24.0,1.0,0.0001,1.0,0.01,0.01,0.01
459,10.0,0.6,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,18.0,24.0,1.0,0.0001,1.0,0.01,0.01,0.01
460,10.0,0.7,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,18.0,24.0,1.0,0.0001,1.0,0.01,0.01,0.01
461,10.0,0.8,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,18.0,24.0,1.0,0.0001,1.0,0.01,0.01,0.01
462,10.0,0.9,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,18.0,24.0,1.0,0.0001,1.0,0.01,0.01,0.01
463,10.0,1.0,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,18.0,24.0,1.0,0.0001,1.0,0.01,0.01,0.01
464,10.0,1.1,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,18.0,24.0,1.0,0.0001,1.0,0.01,0.01,0.01
465,10.0,1.2,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,18.0,24.0,1.0,0.0001,1.0,0.01,0.01,0.01
466,10.0,1.3,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,18.0,24.0,1.0,0.0001,1.0,0.01,0.01,0.01
467,10.0,1.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,18.0,24.0,1.0,0.0001,1.0,0.01,0.01,0.01
468,10.0,1.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,18.0,24.0,1.0,0.0001,1.0,0.01,0.01,0.01
469,10.0,0.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,20.0,26.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
470,10.0,0.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,20.0,26.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
471,10.0,0.6,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,20.0,26.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
472,10.0,0.7,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,20.0,26.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
473,10.0,0.8,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,20.0,26.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
474,10.0,0.9,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,20.0,26.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
475,10.0,1.0,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,20.0,26.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
476,10.0,1.1,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,20.0,26.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
477,10.0,1.2,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,20.0,26.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
478,10.0,1.3,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,20.0,26.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
479,10.0,1.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,20.0,26.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
480,10.0,1.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,20.0,26.666666666666668,1.0,0.0001,1.0,0.01,0.01,0.01
481,10.0,0.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,22.0,29.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
482,10.0,0.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,22.0,29.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
483,10.0,0.6,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,22.0,29.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
484,10.0,0.7,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,22.0,29.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
485,10.0,0.8,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,22.0,29.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
486,10.0,0.9,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,22.0,29.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
487,10.0,1.0,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,22.0,29.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
488,10.0,1.1,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,22.0,29.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
489,10.0,1.2,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,22.0,29.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
490,10.0,1.3,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,22.0,29.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
491,10.0,1.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,22.0,29.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
492,10.0,1.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,22.0,29.333333333333332,1.0,0.0001,1.0,0.01,0.01,0.01
493,10.0,0.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,24.0,32.0,1.0,0.0001,1.0,0.01,0.01,0.01
494,10.0,0.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,24.0,32.0,1.0,0.0001,1.0,0.01,0.01,0.01
495,10.0,0.6,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,24.0,32.0,1.0,0.0001,1.0,0.01,0.01,0.01
496,10.0,0.7,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,24.0,32.0,1.0,0.0001,1.0,0.01,0.01,0.01
497,10.0,0.8,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,24.0,32.0,1.0,0.0001,1.0,0.01,0.01,0.01
498,10.0,0.9,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,24.0,32.0,1.0,0.0001,1.0,0.01,0.01,0.01
499,10.0,1.0,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,24.0,32.0,1.0,0.0001,1.0,0.01,0.01,0.01
500,10.0,1.1,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,24.0,32.0,1.0,0.0001,1.0,0.01,0.01,0.01
501,10.0,1.2,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,24.0,32.0,1.0,0.0001,1.0,0.01,0.01,0.01
502,10.0,1.3,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,24.0,32.0,1.0,0.0001,1.0,0.01,0.01,0.01
503,10.0,1.4,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,24.0,32.0,1.0,0.0001,1.0,0.01,0.01,0.01
504,10.0,1.5,1.0,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,24.0,32.0,1.0,0.0001,1.0,0.01,0.01,0.01
505,10.0,0.4,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,0.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
506,10.0,0.5,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,0.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
507,10.0,0.6,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,0.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
508,10.0,0.7,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,0.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
509,10.0,0.8,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,0.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
510,10.0,0.9,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,0.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
511,10.0,1.0,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,0.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
512,10.0,1.1,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,0.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
513,10.0,1.2,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,0.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
514,10.0,1.3,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,0.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
515,10.0,1.4,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,0.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
516,10.0,1.5,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,0.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
517,10.0,0.4,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
518,10.0,0.5,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
519,10.0,0.6,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
520,10.0,0.7,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
521,10.0,0.8,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
522,10.0,0.9,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
523,10.0,1.0,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
524,10.0,1.1,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
525,10.0,1.2,0.2,0.0,0.1,0.0,1.0,0.0001,0.0,0.0,1.0,1.3333333333333333,1.0,0.0001,1.0,0.01,0.01,0.01
