coli,colx,coly,colz,colN,colG3,colG4
527,7,4,5,0.0,-1.0,-1.0
528,7,4,6,0.0,-1.0,-1.0
529,7,5,1,264.0,0.593056040036689,0.4895978216857485
530,7,5,2,200.0,0.7054130479446412,0.37266482930110634
531,7,5,3,30.0,-1.0,-1.0
532,7,5,4,2.0,-1.0,-1.0
533,7,5,5,2.0,-1.0,-1.0
534,7,5,6,2.0,-1.0,-1.0
535,7,6,1,232.0,0.7369393693946565,0.3291890584372859
536,7,6,2,182.0,0.6221752003496036,0.3788996903957163
537,7,6,3,12.0,-1.0,-1.0
538,7,6,4,4.0,-1.0,-1.0
539,7,6,5,4.0,-1.0,-1.0
540,7,6,6,0.0,-1.0,-1.0
541,7,7,1,221.0,0.7028248077890118,0.3870981995567567
542,7,7,2,170.0,0.7092037786092722,0.3411560482578124
543,7,7,3,8.0,-1.0,-1.0
544,7,7,4,0.0,-1.0,-1.0
545,7,7,5,0.0,-1.0,-1.0
546,7,7,6,0.0,-1.0,-1.0
547,7,8,1,198.0,0.7612349711612462,0.3331231836006371
548,7,8,2,138.0,0.6774146825706857,0.38657091599909504
549,7,8,3,8.0,-1.0,-1.0
550,7,8,4,4.0,-1.0,-1.0
551,7,8,5,0.0,-1.0,-1.0
552,7,8,6,2.0,-1.0,-1.0
553,7,9,1,204.0,0.6733410060625304,0.3752865139102618
554,7,9,2,120.0,0.6606080759424194,0.39267090811393285
555,7,9,3,0.0,-1.0,-1.0
556,7,9,4,4.0,-1.0,-1.0
557,7,9,5,4.0,-1.0,-1.0
558,7,9,6,0.0,-1.0,-1.0
559,7,10,1,180.0,0.7922043158952574,0.29041028000760716
560,7,10,2,90.0,0.6589236872364765,0.3347260441669424
561,7,10,3,4.0,-1.0,-1.0
562,7,10,4,0.0,-1.0,-1.0
563,7,10,5,4.0,-1.0,-1.0
564,7,10,6,4.0,-1.0,-1.0
565,7,11,1,188.0,0.6824869302054565,0.37657954146169853
566,7,11,2,78.0,0.5973554415644586,0.3567473896128443
567,7,11,3,2.0,-1.0,-1.0
568,7,11,4,0.0,-1.0,-1.0
569,7,11,5,0.0,-1.0,-1.0
570,7,11,6,0.0,-1.0,-1.0
571,7,12,1,166.0,0.6815150001969176,0.3406287152499547
572,7,12,2,62.0,0.6435264404781162,0.37142210521722563
573,7,12,3,4.0,-1.0,-1.0
574,7,12,4,2.0,-1.0,-1.0
575,7,12,5,0.0,-1.0,-1.0
576,7,12,6,4.0,-1.0,-1.0
577,7,13,1,146.0,0.7054417152284086,0.3377498294501699
578,7,13,2,56.0,0.6422075600400874,0.3874148957660028
579,7,13,3,0.0,-1.0,-1.0
580,7,13,4,0.0,-1.0,-1.0
581,7,13,5,0.0,-1.0,-1.0
582,7,13,6,2.0,-1.0,-1.0
583,7,14,1,128.0,0.6961837657660447,0.34554172502867975
584,7,14,2,48.0,-1.0,-1.0
585,7,14,3,2.0,-1.0,-1.0
586,7,14,4,0.0,-1.0,-1.0
587,7,14,5,4.0,-1.0,-1.0
588,7,14,6,0.0,-1.0,-1.0
589,8,1,1,242.0,0.7255802085537184,0.35091468970373507
590,8,1,2,210.0,0.7460768071786089,0.3218925589578223
591,8,1,3,30.0,-1.0,-1.0
592,8,1,4,2.0,-1.0,-1.0
593,8,1,5,0.0,-1.0,-1.0
594,8,1,6,0.0,-1.0,-1.0
595,8,2,1,266.0,0.5312862332641429,0.5551139208465241
596,8,2,2,282.0,0.5213996899903129,0.5580362639807133
597,8,2,3,184.0,0.7703092978684759,0.27496589335704885
598,8,2,4,14.0,-1.0,-1.0
599,8,2,5,2.0,-1.0,-1.0
600,8,2,6,0.0,-1.0,-1.0
601,8,3,1,260.0,0.5329187242213133,0.5458757550564286
602,8,3,2,244.0,0.7307476711094241,0.32812863600981257
603,8,3,3,82.0,0.6729015545729389,0.3372073185744262
604,8,3,4,0.0,-1.0,-1.0
605,8,3,5,4.0,-1.0,-1.0
606,8,3,6,0.0,-1.0,-1.0
607,8,4,1,228.0,0.5895203493698102,0.49808426486780516
608,8,4,2,188.0,0.8202164015794501,0.2534187706190274
609,8,4,3,14.0,-1.0,-1.0
610,8,4,4,2.0,-1.0,-1.0
611,8,4,5,0.0,-1.0,-1.0
612,8,4,6,0.0,-1.0,-1.0
613,8,5,1,226.0,0.707129762341634,0.37170905918499847
614,8,5,2,150.0,0.7242692668179922,0.35969218254332985
615,8,5,3,6.0,-1.0,-1.0
616,8,5,4,0.0,-1.0,-1.0
617,8,5,5,0.0,-1.0,-1.0
618,8,5,6,0.0,-1.0,-1.0
619,8,6,1,198.0,0.6836385337189459,0.38586862774735803
620,8,6,2,106.0,0.6910071842730998,0.29567674146685446
621,8,6,3,2.0,-1.0,-1.0
622,8,6,4,0.0,-1.0,-1.0
623,8,6,5,0.0,-1.0,-1.0
624,8,6,6,0.0,-1.0,-1.0
625,8,7,1,172.0,0.7417815846450277,0.29810931440014987
626,8,7,2,76.0,0.6380546839677812,0.3846213479383737
627,8,7,3,4.0,-1.0,-1.0
628,8,7,4,0.0,-1.0,-1.0
629,8,7,5,0.0,-1.0,-1.0
630,8,7,6,4.0,-1.0,-1.0
631,8,8,1,152.0,0.7119859645107729,0.32649556636836546
632,8,8,2,50.0,-1.0,-1.0
633,8,8,3,0.0,-1.0,-1.0
634,8,8,4,0.0,-1.0,-1.0
635,8,8,5,2.0,-1.0,-1.0
636,8,8,6,0.0,-1.0,-1.0
637,8,9,1,126.0,0.692558495178523,0.3632952715324555
638,8,9,2,36.0,-1.0,-1.0
639,8,9,3,4.0,-1.0,-1.0
640,8,9,4,2.0,-1.0,-1.0
641,8,9,5,0.0,-1.0,-1.0
642,8,9,6,2.0,-1.0,-1.0
643,8,10,1,104.0,0.6672063591951095,0.36490929411628403
644,8,10,2,30.0,-1.0,-1.0
645,8,10,3,0.0,-1.0,-1.0
646,8,10,4,0.0,-1.0,-1.0
647,8,10,5,0.0,-1.0,-1.0
648,8,10,6,0.0,-1.0,-1.0
649,8,11,1,90.0,0.7159058339122039,0.3619585985590058
650,8,11,2,20.0,-1.0,-1.0
651,8,11,3,0.0,-1.0,-1.0
652,8,11,4,0.0,-1.0,-1.0
653,8,11,5,0.0,-1.0,-1.0
654,8,11,6,0.0,-1.0,-1.0
655,8,12,1,72.0,0.7169461425746323,0.33227613390456506
656,8,12,2,22.0,-1.0,-1.0
657,8,12,3,0.0,-1.0,-1.0
658,8,12,4,2.0,-1.0,-1.0
659,8,12,5,0.0,-1.0,-1.0
660,8,12,6,0.0,-1.0,-1.0
661,8,13,1,58.0,0.7109634463189375,0.30234204486150423
662,8,13,2,12.0,-1.0,-1.0
663,8,13,3,0.0,-1.0,-1.0
664,8,13,4,2.0,-1.0,-1.0
665,8,13,5,2.0,-1.0,-1.0
666,8,13,6,0.0,-1.0,-1.0
667,8,14,1,52.0,0.5801749380837217,0.40313324219508656
668,8,14,2,12.0,-1.0,-1.0
669,8,14,3,4.0,-1.0,-1.0
670,8,14,4,4.0,-1.0,-1.0
671,8,14,5,0.0,-1.0,-1.0
672,8,14,6,0.0,-1.0,-1.0
673,9,1,1,242.0,0.6846012286775882,0.394501811097831
674,9,1,2,176.0,0.7502127425773267,0.28625888447589404
675,9,1,3,12.0,-1.0,-1.0
676,9,1,4,0.0,-1.0,-1.0
677,9,1,5,0.0,-1.0,-1.0
678,9,1,6,0.0,-1.0,-1.0
679,9,2,1,238.0,0.4747552266603907,0.6269609022744069
680,9,2,2,244.0,0.5741788349942576,0.502738632704971
681,9,2,3,112.0,0.69009242205861,0.37973031729639634
682,9,2,4,4.0,-1.0,-1.0
683,9,2,5,0.0,-1.0,-1.0
684,9,2,6,0.0,-1.0,-1.0
685,9,3,1,232.0,0.6405638349621218,0.4568226936761768
686,9,3,2,224.0,0.8105015652642673,0.24748856392686994
687,9,3,3,30.0,-1.0,-1.0
688,9,3,4,0.0,-1.0,-1.0
689,9,3,5,0.0,-1.0,-1.0
690,9,3,6,0.0,-1.0,-1.0
691,9,4,1,222.0,0.7715217097036259,0.3164771602787554
692,9,4,2,132.0,0.7102154349456585,0.33949110763588586
693,9,4,3,4.0,-1.0,-1.0
694,9,4,4,0.0,-1.0,-1.0
695,9,4,5,0.0,-1.0,-1.0
696,9,4,6,0.0,-1.0,-1.0
697,9,5,1,164.0,0.7436119401079739,0.32077975178939033
698,9,5,2,72.0,0.6668029779139798,0.3835476537776592
699,9,5,3,4.0,-1.0,-1.0
700,9,5,4,0.0,-1.0,-1.0
701,9,5,5,2.0,-1.0,-1.0
702,9,5,6,0.0,-1.0,-1.0
703,9,6,1,134.0,0.6079392228746022,0.4140364483192541
704,9,6,2,40.0,-1.0,-1.0
705,9,6,3,4.0,-1.0,-1.0
706,9,6,4,0.0,-1.0,-1.0
707,9,6,5,0.0,-1.0,-1.0
708,9,6,6,0.0,-1.0,-1.0
709,9,7,1,98.0,0.749211342788722,0.3024623668163584
710,9,7,2,26.0,-1.0,-1.0
711,9,7,3,0.0,-1.0,-1.0
712,9,7,4,0.0,-1.0,-1.0
713,9,7,5,0.0,-1.0,-1.0
714,9,7,6,0.0,-1.0,-1.0
715,9,8,1,72.0,0.6720938663374495,0.32519917028443096
716,9,8,2,16.0,-1.0,-1.0
717,9,8,3,2.0,-1.0,-1.0
718,9,8,4,0.0,-1.0,-1.0
719,9,8,5,0.0,-1.0,-1.0
720,9,8,6,0.0,-1.0,-1.0
721,9,9,1,62.0,0.5773111896077923,0.40683728427942223
722,9,9,2,8.0,-1.0,-1.0
723,9,9,3,0.0,-1.0,-1.0
724,9,9,4,0.0,-1.0,-1.0
725,9,9,5,0.0,-1.0,-1.0
726,9,9,6,4.0,-1.0,-1.0
727,9,10,1,36.0,-1.0,-1.0
728,9,10,2,6.0,-1.0,-1.0
729,9,10,3,0.0,-1.0,-1.0
730,9,10,4,0.0,-1.0,-1.0
731,9,10,5,0.0,-1.0,-1.0
732,9,10,6,0.0,-1.0,-1.0
733,9,11,1,30.0,-1.0,-1.0
734,9,11,2,6.0,-1.0,-1.0
735,9,11,3,4.0,-1.0,-1.0
736,9,11,4,0.0,-1.0,-1.0
737,9,11,5,4.0,-1.0,-1.0
738,9,11,6,0.0,-1.0,-1.0
739,9,12,1,26.0,-1.0,-1.0
740,9,12,2,4.0,-1.0,-1.0
741,9,12,3,0.0,-1.0,-1.0
742,9,12,4,0.0,-1.0,-1.0
743,9,12,5,0.0,-1.0,-1.0
744,9,12,6,2.0,-1.0,-1.0
745,9,13,1,20.0,-1.0,-1.0
746,9,13,2,4.0,-1.0,-1.0
747,9,13,3,0.0,-1.0,-1.0
748,9,13,4,0.0,-1.0,-1.0
749,9,13,5,0.0,-1.0,-1.0
750,9,13,6,0.0,-1.0,-1.0
751,9,14,1,12.0,-1.0,-1.0
752,9,14,2,6.0,-1.0,-1.0
753,9,14,3,0.0,-1.0,-1.0
754,9,14,4,0.0,-1.0,-1.0
755,9,14,5,0.0,-1.0,-1.0
756,9,14,6,0.0,-1.0,-1.0
757,10,1,1,208.0,0.7976898074038637,0.2754410472261911
758,10,1,2,140.0,0.7706035279557705,0.26667210833336435
759,10,1,3,6.0,-1.0,-1.0
760,10,1,4,4.0,-1.0,-1.0
761,10,1,5,0.0,-1.0,-1.0
762,10,1,6,0.0,-1.0,-1.0
763,10,2,1,242.0,0.6329715047539642,0.4446636821514255
764,10,2,2,236.0,0.8379991263546392,0.2514598864480995
765,10,2,3,48.0,-1.0,-1.0
766,10,2,4,0.0,-1.0,-1.0
767,10,2,5,0.0,-1.0,-1.0
768,10,2,6,4.0,-1.0,-1.0
769,10,3,1,232.0,0.7577851281582989,0.31538890278214
770,10,3,2,176.0,0.8148317796652477,0.2465708099051117
771,10,3,3,8.0,-1.0,-1.0
772,10,3,4,0.0,-1.0,-1.0
773,10,3,5,0.0,-1.0,-1.0
774,10,3,6,0.0,-1.0,-1.0
775,10,4,1,170.0,0.8039068526875554,0.2851747539095401
776,10,4,2,68.0,0.6856670050712441,0.3627086075559168
777,10,4,3,2.0,-1.0,-1.0
778,10,4,4,4.0,-1.0,-1.0
779,10,4,5,0.0,-1.0,-1.0
780,10,4,6,0.0,-1.0,-1.0
781,10,5,1,106.0,0.6362027269768109,0.40500257347723684
782,10,5,2,32.0,-1.0,-1.0
783,10,5,3,0.0,-1.0,-1.0
784,10,5,4,0.0,-1.0,-1.0
785,10,5,5,0.0,-1.0,-1.0
786,10,5,6,0.0,-1.0,-1.0
787,10,6,1,66.0,0.6849393006475469,0.3413854389330154
788,10,6,2,14.0,-1.0,-1.0
789,10,6,3,0.0,-1.0,-1.0
790,10,6,4,0.0,-1.0,-1.0
791,10,6,5,0.0,-1.0,-1.0
792,10,6,6,0.0,-1.0,-1.0
793,10,7,1,46.0,-1.0,-1.0
794,10,7,2,10.0,-1.0,-1.0
795,10,7,3,0.0,-1.0,-1.0
796,10,7,4,0.0,-1.0,-1.0
797,10,7,5,0.0,-1.0,-1.0
798,10,7,6,0.0,-1.0,-1.0
799,10,8,1,28.0,-1.0,-1.0
800,10,8,2,6.0,-1.0,-1.0
801,10,8,3,0.0,-1.0,-1.0
802,10,8,4,0.0,-1.0,-1.0
803,10,8,5,0.0,-1.0,-1.0
804,10,8,6,0.0,-1.0,-1.0
805,10,9,1,26.0,-1.0,-1.0
806,10,9,2,2.0,-1.0,-1.0
807,10,9,3,0.0,-1.0,-1.0
808,10,9,4,0.0,-1.0,-1.0
809,10,9,5,0.0,-1.0,-1.0
810,10,9,6,0.0,-1.0,-1.0
811,10,10,1,12.0,-1.0,-1.0
812,10,10,2,4.0,-1.0,-1.0
813,10,10,3,0.0,-1.0,-1.0
814,10,10,4,0.0,-1.0,-1.0
815,10,10,5,0.0,-1.0,-1.0
816,10,10,6,0.0,-1.0,-1.0
817,10,11,1,6.0,-1.0,-1.0
818,10,11,2,0.0,-1.0,-1.0
819,10,11,3,0.0,-1.0,-1.0
820,10,11,4,0.0,-1.0,-1.0
821,10,11,5,4.0,-1.0,-1.0
822,10,11,6,0.0,-1.0,-1.0
823,10,12,1,8.0,-1.0,-1.0
824,10,12,2,0.0,-1.0,-1.0
825,10,12,3,0.0,-1.0,-1.0
826,10,12,4,0.0,-1.0,-1.0
827,10,12,5,0.0,-1.0,-1.0
828,10,12,6,0.0,-1.0,-1.0
829,10,13,1,6.0,-1.0,-1.0
830,10,13,2,0.0,-1.0,-1.0
831,10,13,3,0.0,-1.0,-1.0
832,10,13,4,0.0,-1.0,-1.0
833,10,13,5,0.0,-1.0,-1.0
834,10,13,6,0.0,-1.0,-1.0
835,10,14,1,6.0,-1.0,-1.0
836,10,14,2,4.0,-1.0,-1.0
837,10,14,3,0.0,-1.0,-1.0
838,10,14,4,0.0,-1.0,-1.0
839,10,14,5,0.0,-1.0,-1.0
840,10,14,6,0.0,-1.0,-1.0
841,11,1,1,186.0,0.7387866605614668,0.31593060547614155
842,11,1,2,108.0,0.6424365669380152,0.3662597111426824
843,11,1,3,0.0,-1.0,-1.0
844,11,1,4,2.0,-1.0,-1.0
845,11,1,5,0.0,-1.0,-1.0
846,11,1,6,0.0,-1.0,-1.0
847,11,2,1,234.0,0.7051358737120701,0.3567110129345578
848,11,2,2,202.0,0.8062421773017012,0.27104410910324356
849,11,2,3,20.0,-1.0,-1.0
850,11,2,4,0.0,-1.0,-1.0
851,11,2,5,0.0,-1.0,-1.0
852,11,2,6,0.0,-1.0,-1.0
853,11,3,1,208.0,0.8143543163401614,0.26614324637662046
854,11,3,2,116.0,0.7455021975523797,0.3269399171702539
855,11,3,3,0.0,-1.0,-1.0
856,11,3,4,4.0,-1.0,-1.0
857,11,3,5,0.0,-1.0,-1.0
858,11,3,6,0.0,-1.0,-1.0
859,11,4,1,110.0,0.6564597664250784,0.35608490663337766
860,11,4,2,30.0,-1.0,-1.0
861,11,4,3,0.0,-1.0,-1.0
862,11,4,4,0.0,-1.0,-1.0
863,11,4,5,0.0,-1.0,-1.0
864,11,4,6,0.0,-1.0,-1.0
865,11,5,1,56.0,0.69719839694305,0.37815391270531024
866,11,5,2,12.0,-1.0,-1.0
867,11,5,3,0.0,-1.0,-1.0
868,11,5,4,0.0,-1.0,-1.0
869,11,5,5,0.0,-1.0,-1.0
870,11,5,6,0.0,-1.0,-1.0
871,11,6,1,32.0,-1.0,-1.0
872,11,6,2,4.0,-1.0,-1.0
873,11,6,3,0.0,-1.0,-1.0
874,11,6,4,0.0,-1.0,-1.0
875,11,6,5,0.0,-1.0,-1.0
876,11,6,6,0.0,-1.0,-1.0
877,11,7,1,14.0,-1.0,-1.0
878,11,7,2,0.0,-1.0,-1.0
879,11,7,3,0.0,-1.0,-1.0
880,11,7,4,0.0,-1.0,-1.0
881,11,7,5,0.0,-1.0,-1.0
882,11,7,6,0.0,-1.0,-1.0
883,11,8,1,12.0,-1.0,-1.0
884,11,8,2,0.0,-1.0,-1.0
885,11,8,3,4.0,-1.0,-1.0
886,11,8,4,0.0,-1.0,-1.0
887,11,8,5,0.0,-1.0,-1.0
888,11,8,6,0.0,-1.0,-1.0
889,11,9,1,4.0,-1.0,-1.0
890,11,9,2,0.0,-1.0,-1.0
891,11,9,3,0.0,-1.0,-1.0
892,11,9,4,0.0,-1.0,-1.0
893,11,9,5,0.0,-1.0,-1.0
894,11,9,6,0.0,-1.0,-1.0
895,11,10,1,8.0,-1.0,-1.0
896,11,10,2,0.0,-1.0,-1.0
897,11,10,3,0.0,-1.0,-1.0
898,11,10,4,0.0,-1.0,-1.0
899,11,10,5,0.0,-1.0,-1.0
900,11,10,6,0.0,-1.0,-1.0
901,11,11,1,0.0,-1.0,-1.0
902,11,11,2,0.0,-1.0,-1.0
903,11,11,3,0.0,-1.0,-1.0
904,11,11,4,0.0,-1.0,-1.0
905,11,11,5,0.0,-1.0,-1.0
906,11,11,6,0.0,-1.0,-1.0
907,11,12,1,0.0,-1.0,-1.0
908,11,12,2,0.0,-1.0,-1.0
909,11,12,3,0.0,-1.0,-1.0
910,11,12,4,0.0,-1.0,-1.0
911,11,12,5,0.0,-1.0,-1.0
912,11,12,6,0.0,-1.0,-1.0
913,11,13,1,-1.0,-1.0,-1.0
914,11,13,2,0.0,-1.0,-1.0
915,11,13,3,0.0,-1.0,-1.0
916,11,13,4,0.0,-1.0,-1.0
917,11,13,5,0.0,-1.0,-1.0
918,11,13,6,0.0,-1.0,-1.0
919,11,14,1,-1.0,-1.0,-1.0
920,11,14,2,-1.0,-1.0,-1.0
921,11,14,3,-1.0,-1.0,-1.0
922,11,14,4,-1.0,-1.0,-1.0
923,11,14,5,-1.0,-1.0,-1.0
924,11,14,6,-1.0,-1.0,-1.0
925,12,1,1,146.0,0.7975678839723925,0.31495800292238946
926,12,1,2,64.0,0.633910834977968,0.3281260245786764
927,12,1,3,4.0,-1.0,-1.0
928,12,1,4,0.0,-1.0,-1.0
929,12,1,5,0.0,-1.0,-1.0
930,12,1,6,0.0,-1.0,-1.0
931,12,2,1,224.0,0.8622564746729597,0.20007230986397342
932,12,2,2,174.0,0.7501851250890739,0.2726595295475443
933,12,2,3,4.0,-1.0,-1.0
934,12,2,4,0.0,-1.0,-1.0
935,12,2,5,0.0,-1.0,-1.0
936,12,2,6,0.0,-1.0,-1.0
937,12,3,1,166.0,0.7944707655290634,0.282114862893606
938,12,3,2,62.0,0.683008679071385,0.3689222793279439
939,12,3,3,0.0,-1.0,-1.0
940,12,3,4,0.0,-1.0,-1.0
941,12,3,5,0.0,-1.0,-1.0
942,12,3,6,0.0,-1.0,-1.0
943,12,4,1,64.0,0.6082809293991277,0.34297800441053133
944,12,4,2,12.0,-1.0,-1.0
945,12,4,3,0.0,-1.0,-1.0
946,12,4,4,0.0,-1.0,-1.0
947,12,4,5,0.0,-1.0,-1.0
948,12,4,6,0.0,-1.0,-1.0
949,12,5,1,22.0,-1.0,-1.0
950,12,5,2,8.0,-1.0,-1.0
951,12,5,3,0.0,-1.0,-1.0
952,12,5,4,0.0,-1.0,-1.0
953,12,5,5,0.0,-1.0,-1.0
954,12,5,6,0.0,-1.0,-1.0
955,12,6,1,14.0,-1.0,-1.0
956,12,6,2,4.0,-1.0,-1.0
957,12,6,3,0.0,-1.0,-1.0
958,12,6,4,0.0,-1.0,-1.0
959,12,6,5,0.0,-1.0,-1.0
960,12,6,6,0.0,-1.0,-1.0
961,12,7,1,8.0,-1.0,-1.0
962,12,7,2,4.0,-1.0,-1.0
963,12,7,3,0.0,-1.0,-1.0
964,12,7,4,0.0,-1.0,-1.0
965,12,7,5,0.0,-1.0,-1.0
966,12,7,6,0.0,-1.0,-1.0
967,12,8,1,-1.0,-1.0,-1.0
968,12,8,2,0.0,-1.0,-1.0
969,12,8,3,0.0,-1.0,-1.0
970,12,8,4,0.0,-1.0,-1.0
971,12,8,5,0.0,-1.0,-1.0
972,12,8,6,0.0,-1.0,-1.0
973,12,9,1,-1.0,-1.0,-1.0
974,12,9,2,-1.0,-1.0,-1.0
975,12,9,3,-1.0,-1.0,-1.0
976,12,9,4,-1.0,-1.0,-1.0
977,12,9,5,-1.0,-1.0,-1.0
978,12,9,6,-1.0,-1.0,-1.0
979,12,10,1,-1.0,-1.0,-1.0
980,12,10,2,-1.0,-1.0,-1.0
981,12,10,3,-1.0,-1.0,-1.0
982,12,10,4,-1.0,-1.0,-1.0
983,12,10,5,-1.0,-1.0,-1.0
984,12,10,6,-1.0,-1.0,-1.0
985,12,11,1,-1.0,-1.0,-1.0
986,12,11,2,-1.0,-1.0,-1.0
987,12,11,3,-1.0,-1.0,-1.0
988,12,11,4,-1.0,-1.0,-1.0
989,12,11,5,-1.0,-1.0,-1.0
990,12,11,6,-1.0,-1.0,-1.0
991,12,12,1,-1.0,-1.0,-1.0
992,12,12,2,-1.0,-1.0,-1.0
993,12,12,3,-1.0,-1.0,-1.0
994,12,12,4,-1.0,-1.0,-1.0
995,12,12,5,-1.0,-1.0,-1.0
996,12,12,6,-1.0,-1.0,-1.0
997,12,13,1,-1.0,-1.0,-1.0
998,12,13,2,-1.0,-1.0,-1.0
999,12,13,3,-1.0,-1.0,-1.0
1000,12,13,4,-1.0,-1.0,-1.0
1001,12,13,5,-1.0,-1.0,-1.0
1002,12,13,6,-1.0,-1.0,-1.0
1003,12,14,1,-1.0,-1.0,-1.0
1004,12,14,2,-1.0,-1.0,-1.0
1005,12,14,3,-1.0,-1.0,-1.0
1006,12,14,4,-1.0,-1.0,-1.0
1007,12,14,5,-1.0,-1.0,-1.0
1008,12,14,6,-1.0,-1.0,-1.0
